单词,视觉,明亮度,黑暗度,颜色,图案,大,小,快,慢,复杂度,脸,身体,触摸,热,冷,轻,重,疼痛,响亮,声音,音乐,味觉,嗅觉,头,上肢,下肢,实践,地标,路径,场景,近距离,朝向,远离,数字,持续时间,长,短,造成,后果性,人类,沟通,自我,认知,益处,快乐,悲伤,生气,厌恶,害怕,惊讶,驱动力,需要,注意力,唤醒
内容,3.4,2.333333333,2.166666667,2,1.6,1.833333333,3.5,1.3,5,2.666666667,1.3,1.2,1.3,1.3,1.433333333,1.766666667,1.366666667,1.233333333,1.266666667,1.133333333,1.233333333,1.066666667,1,1.466666667,1.166666667,1.066666667,3,1.233333333,1.1,1.3,2.466666667,1.466666667,1.2,1.033333333,1.066666667,2.433333333,2.5,3.4,3.366666667,4.1,4.2,1.866666667,3.533333333,3.266666667,2.466666667,1.666666667,1.933333333,1.433333333,1.366666667,2.2,3.166666667,2.666666667,2.866666667,2.466666667
内心,1.933333333,2.5,2.2,2,1.5,1.866666667,3.233333333,1.466666667,4.266666667,2.133333333,1.366666667,2.4,1.066666667,2.2,1.266666667,1.766666667,1.166666667,1.533333333,1.4,1.066666667,1.166666667,1,1,1.433333333,1,1.033333333,3.5,1.066666667,1.066666667,1.633333333,3.8,1.766666667,1,1.3,1.133333333,2.633333333,3.066666667,2.733333333,3.666666667,4.2,2.5,3.466666667,6.066666667,3.2,2.966666667,2.166666667,1.7,1.5,1.6,2.2,4.9,4.166666667,2.566666667,2.366666667
内脏,5.533333333,2.6,3.166666667,4.866666667,3.3,1.866666667,4.9,1.333333333,5.733333333,3.666666667,1.233333333,3.766666667,3.666666667,4.2,1.566666667,3.766666667,2.2,2.533333333,1.4,1.333333333,1.066666667,3.433333333,2.966666667,1.733333333,1.2,1.033333333,4.2,1.8,1.033333333,2.966666667,5.066666667,3.133333333,1.466666667,2.1,1.266666667,3.366666667,2.433333333,1.766666667,3.033333333,2,1.2,1.9,1.333333333,3.666666667,1.833333333,1.733333333,1.5,2.3,2.266666667,1.8,1.3,4.366666667,2.6,1.7
能力,2.533333333,2.266666667,1.966666667,1.7,1.4,2.133333333,3.266666667,1.533333333,4.366666667,2.133333333,1.2,1.266666667,1.066666667,1.3,1.233333333,1.666666667,1.333333333,1.166666667,1.566666667,1.166666667,1.133333333,1,1.033333333,1.5,1.6,1.4,3.433333333,1.066666667,1.2,1.3,3.033333333,1.433333333,1.233333333,1.266666667,1.2,3.866666667,2.366666667,3.8,4.466666667,4.4,2.7,4.4,3.866666667,5.533333333,4.2,1.233333333,1.366666667,1.166666667,1.233333333,2.533333333,4.733333333,5.533333333,3.1,2.533333333
尿,6.3,3.333333333,2.3,5.966666667,2.8,1.6,4.733333333,2.166666667,4.233333333,1.666666667,1.133333333,1.6,2.3,3.366666667,1.7,4.233333333,1.733333333,1.566666667,2.3,3,1.6,5.233333333,5.933333333,1.166666667,1.5,1.433333333,4.066666667,1.166666667,2.766666667,2.866666667,4.233333333,2.133333333,5.733333333,1.133333333,2.3,1.533333333,4.766666667,4.033333333,2.3,1.8,1.2,1.666666667,1.233333333,1.8,1.2,1.6,2.1,4.5,1.533333333,1.633333333,2.066666667,3,1.9,1.433333333
纽扣,6.9,3.166666667,2.266666667,3.866666667,3.533333333,1.566666667,6.5,1.233333333,6.233333333,2.033333333,1.366666667,1.166666667,5.866666667,1.4,2.666666667,6.6,1.3,1.2,1.3,1.6,1.333333333,1.033333333,1.066666667,1.133333333,3.666666667,1.033333333,5.266666667,1.666666667,1.1,2.866666667,5.033333333,2.933333333,2.166666667,1.9,1.033333333,2.566666667,2.966666667,3.566666667,2.233333333,2.833333333,1.266666667,1.5,1.2,3.233333333,1.733333333,1.3,1.333333333,1.333333333,1.133333333,1.233333333,1.266666667,2.9,1.433333333,1.233333333
农民,6.4,2.866666667,2.633333333,2.666666667,2.066666667,3.166666667,2.8,2.733333333,3.766666667,3.7,6.966666667,6.966666667,2.233333333,3.866666667,1.466666667,2.066666667,3.7,1.166666667,3.133333333,3.033333333,2.533333333,1.866666667,1.966666667,1.6,2.533333333,3.3,2.5,1.466666667,1.9,3.833333333,2.333333333,1.9,2,1.566666667,1.433333333,4.033333333,2.266666667,3.3,2.966666667,4.533333333,2.533333333,3.7,2.4,3.633333333,2.433333333,1.866666667,1.4,1.5,1.233333333,1.266666667,1.6,2.766666667,1.866666667,1.366666667
怒火,3.1,3.2,2.3,2.933333333,1.5,1.733333333,2.933333333,1.5,4.033333333,1.8,1.366666667,1.233333333,1.033333333,2.566666667,1.133333333,1.666666667,1.3,2.933333333,3.133333333,2.6,1.3,1.066666667,1.066666667,2.633333333,1.166666667,1.366666667,2.6,1.066666667,1.2,1.366666667,2.166666667,1.933333333,1.633333333,1.1,1.666666667,1.6,4.666666667,5.866666667,5.866666667,4.3,3.066666667,3.3,5.7,1.333333333,1.133333333,3.533333333,6.233333333,4.5,4.2,3.166666667,4.733333333,1.4,4.166666667,5.533333333
女人,6.666666667,3.733333333,1.933333333,2.5,2.366666667,2.933333333,2.8,2.833333333,3.666666667,3.8,7,6.8,3.333333333,3.866666667,1.566666667,2.1,3.6,1.566666667,3.766666667,5,3.3,2.433333333,2.533333333,2.133333333,2,2.133333333,3.066666667,1.433333333,1.666666667,1.733333333,3.433333333,2.333333333,1.9,1.766666667,1.333333333,4.666666667,2.033333333,2.1,3.366666667,4.266666667,2.7,4.466666667,2.5,3.066666667,3.066666667,1.366666667,1.6,1.433333333,1.3,1.6,2,4.066666667,3.133333333,2.666666667
殴打,6.233333333,1.533333333,3.633333333,2.666666667,3.166666667,2.9,2.7,3.6,2.133333333,0,3.2,6.366666667,4.733333333,2.466666667,2.133333333,1.9,2.866666667,6.266666667,4.1,4.266666667,1.4,1,1.2,1.566666667,5.333333333,3.733333333,2.433333333,2.133333333,2.366666667,2.2,5.066666667,4.033333333,1.8,1.8,1.9,2,5.266666667,6.033333333,5.733333333,5.166666667,3.233333333,1.2,2.2,1.066666667,1.066666667,4.666666667,5.666666667,5.833333333,5.966666667,4.066666667,3.466666667,1.133333333,5.133333333,5.066666667
偶像,5.9,4.7,1.9,2.2,2.033333333,2.7,2.933333333,2.533333333,3.7,3.966666667,6.866666667,6.4,1.8,3.7,1.566666667,2.033333333,3.433333333,1.366666667,3.133333333,3.366666667,4,1.366666667,1.466666667,2.1,1.733333333,2.2,2.066666667,1.3,1.6,2.5,1.866666667,1.766666667,1.8,1.533333333,1.366666667,2.9,2.933333333,4.266666667,3.9,5.466666667,3.466666667,3.933333333,3.3,3.366666667,4.733333333,1.266666667,1.766666667,1.566666667,1.266666667,2.433333333,4.066666667,2.433333333,5.6,4.6
派遣,4.8,1.633333333,2.1,1.633333333,1.766666667,3.033333333,2.633333333,2.233333333,3.166666667,0,1.533333333,2.566666667,1.566666667,1.4,1.6,1.866666667,2.366666667,1.3,2.333333333,1.866666667,1.133333333,1.033333333,1.066666667,1.5,1.566666667,2.4,2.4,3.733333333,5.366666667,2.2,2.733333333,2.233333333,4.2,1.2,1.966666667,2.266666667,4.366666667,4.6,3.933333333,5.7,3.666666667,2.5,2.766666667,2.933333333,2.066666667,1.4,1.433333333,1.466666667,1.233333333,1.7,3.2,1.9,2.6,1.7
判断,3.966666667,1.733333333,2.133333333,1.633333333,1.6,2.166666667,3.4,2,2.533333333,0,1.7,1.9,1.5,1.266666667,1.233333333,1.966666667,1.5,1.166666667,1.266666667,1.466666667,1,1.366666667,1.466666667,1.566666667,1.2,1.066666667,3.733333333,2.233333333,1.4,1.566666667,2.7,1.966666667,1.6,1.5,1.466666667,1.633333333,5.5,3.033333333,3.866666667,5.1,3.666666667,4.5,5.8,3.233333333,2.266666667,1.466666667,1.466666667,1.5,1.4,1.733333333,3.3,4.066666667,2.533333333,1.866666667
胖子,6.266666667,2.733333333,2.333333333,2.333333333,2.233333333,3.266666667,2.833333333,2.333333333,4.3,3.533333333,6.933333333,6.933333333,3.666666667,4.166666667,1.433333333,1.833333333,4.266666667,1.566666667,2.533333333,2.3,2.166666667,1.466666667,1.8,1.5,1.4,1.9,2.233333333,1.166666667,1.633333333,2,2.466666667,1.866666667,1.8,1.533333333,1.3,3.133333333,2.566666667,4.2,2.666666667,2.733333333,1.766666667,4.366666667,1.833333333,1.8,1.5,2.3,1.833333333,2.366666667,1.566666667,1.7,1.7,1.366666667,2.766666667,1.633333333
抛弃,4.933333333,1.366666667,3.4,1.8,2.066666667,2.566666667,3.166666667,2.366666667,2.4,0,1.833333333,2.833333333,2.033333333,1.266666667,2.4,2.366666667,2.366666667,2.6,1.5,1.533333333,1.033333333,1.033333333,1.133333333,1.333333333,1.966666667,1.766666667,2.066666667,2.366666667,2.8,1.766666667,3.066666667,1.666666667,5.7,1.033333333,1.266666667,1.866666667,5.166666667,5.5,5.3,4.733333333,2.433333333,1.633333333,2.833333333,1.2,1.233333333,5.666666667,5.766666667,5.3,4.033333333,3.5,3.533333333,1.4,3.1,3.9
赔偿,4.666666667,1.433333333,2.566666667,1.766666667,1.766666667,2.633333333,2.966666667,1.7,2.966666667,0,1.433333333,1.9,1.6,1.266666667,1.766666667,2.133333333,1.933333333,1.866666667,1.6,1.733333333,1,1.033333333,1.133333333,1.6,1.466666667,1.166666667,2.266666667,1.733333333,1.433333333,1.9,2.7,2.1,2.6,1.3,1.4,1.866666667,4.566666667,4.6,4.8,5.866666667,3.4,1.866666667,2.666666667,3.366666667,2.033333333,3.4,2.533333333,2.2,1.966666667,2,3.133333333,1.666666667,3.233333333,2.866666667
喷,5.633333333,2.233333333,2.533333333,2.666666667,3.166666667,2.8,4.433333333,4.866666667,2.066666667,0,3.3,4.366666667,2.3,2.366666667,2.266666667,4.566666667,2.033333333,1.933333333,3.033333333,3.433333333,1.7,1.4,2.6,3.3,1.733333333,1.133333333,3.3,1.533333333,2.166666667,1.633333333,3.933333333,2.366666667,5.466666667,1.1,1.6,1.5,6.3,4.433333333,3,2.433333333,1.533333333,1.666666667,1.266666667,1.4,1.466666667,1.5,1.933333333,1.8,1.6,1.766666667,1.733333333,1.6,3.6,2.033333333
烹饪,6.266666667,3.733333333,1.866666667,4.466666667,4.233333333,2.333333333,4.433333333,2.833333333,3.933333333,0,1.8,4.666666667,3.033333333,5.733333333,1.3,3.5,2.066666667,1.433333333,3.3,3.433333333,1.633333333,4.2,6.366666667,2.233333333,5.266666667,2.3,4.833333333,2.533333333,1.633333333,6.1,5.5,4.6,1.7,1.233333333,3.8,2.4,4.466666667,5.566666667,3.266666667,5.533333333,2.1,4.333333333,2.6,3.766666667,3.733333333,1.3,1.266666667,1.333333333,1.166666667,1.533333333,3.6,3.9,2.933333333,2.733333333
朋友,5.966666667,3.5,1.766666667,2.066666667,1.933333333,2.9,2.9,2.833333333,3.766666667,3.8,6.7,6.933333333,2.133333333,4,1.566666667,2.066666667,3.5,1.2,3.233333333,3.5,2.9,1.466666667,1.5,1.966666667,2,2.2,3.8,1.333333333,1.733333333,2.133333333,3.966666667,3.1,2.033333333,1.9,1.7,4.1,2.1,3.733333333,3.766666667,4.533333333,4,4.1,3.3,4.966666667,5.533333333,1.3,1.9,1.2,1.133333333,1.633333333,3.566666667,5.066666667,4.033333333,3.266666667
批准,4.566666667,1.733333333,1.833333333,1.933333333,1.666666667,2.733333333,2.866666667,2.066666667,3.166666667,0,1.5,1.966666667,1.533333333,1.433333333,1.366666667,2,1.8,1.266666667,1.933333333,2.066666667,1.066666667,1.033333333,1,1.7,1.866666667,1.1,2.4,2.133333333,1.466666667,2.033333333,2.5,2.033333333,1.566666667,1.166666667,1.566666667,1.733333333,5.1,4.833333333,4.7,5.5,4.566666667,2.933333333,3.733333333,4.166666667,3.866666667,1.266666667,1.266666667,1.233333333,1.166666667,1.6,3.566666667,2.166666667,2.7,2.466666667
皮肤,6.633333333,3.9,2.033333333,4.5,4.766666667,2.566666667,3.366666667,1.2,6.1,2.466666667,2.2,4.166666667,4.5,3.8,1.833333333,3.066666667,1.866666667,1.366666667,1.2,1.2,1.033333333,1.7,1.933333333,2.1,1.733333333,1.433333333,4.7,1.533333333,1.066666667,2.566666667,6.633333333,2.9,1.2,1.5,1.233333333,3.733333333,2.766666667,1.833333333,2.133333333,2.033333333,1.633333333,4,1.3,3.4,2.3,1.433333333,1.466666667,1.433333333,1.4,1.466666667,1.5,5.4,2.366666667,1.466666667
皮革,6.433333333,3.533333333,3.533333333,4.833333333,4.266666667,2.066666667,4.066666667,1.233333333,6.366666667,2.4,1.166666667,1.1,4.166666667,2.166666667,3.033333333,3.6,2.433333333,1.233333333,1.4,2.033333333,1.533333333,3.7,4.466666667,1.266666667,1.866666667,1.4,3.866666667,1.266666667,1.066666667,2.366666667,3.366666667,2.366666667,1.766666667,1.066666667,1.2,3.366666667,2.166666667,3.6,1.933333333,2.533333333,1.333333333,1.266666667,1.366666667,3.333333333,2.1,1.166666667,1.366666667,1.466666667,1.333333333,1.233333333,1.2,2.166666667,1.8,1.366666667
疲倦,4.3,1.433333333,3.233333333,2.2,2.033333333,1.8,2.566666667,1.266666667,4.5,0,4.5,3.9,1.4,1.266666667,1.766666667,1.533333333,1.666666667,3.2,1.5,3.966666667,1.8,1.1,1.066666667,4.466666667,1.9,2.566666667,0,1,1,1.1,1.3,1.166666667,1.533333333,1.033333333,2.6,3.066666667,4.133333333,0,4.766666667,3.4,2.933333333,3.166666667,3.233333333,1.366666667,1.4,3.8,3.066666667,3.533333333,1.6,1.666666667,2.466666667,1.3,2.4,1.766666667
偏袒,4.1,1.466666667,2.833333333,1.766666667,1.733333333,2.266666667,3.033333333,1.633333333,2.8,0,1.9,2,1.6,1.266666667,1.7,1.766666667,1.666666667,1.566666667,1.666666667,2,1.033333333,1,1.066666667,2.1,1.566666667,1.166666667,2.433333333,1.966666667,1.366666667,1.666666667,2.9,1.733333333,1.6,1.333333333,1.1,2.2,4.766666667,4.4,4.866666667,5.533333333,3.9,2.233333333,4.4,2,2.033333333,2.866666667,5,4.933333333,1.7,2.666666667,3.6,1.5,3.366666667,3.3
飘,5.4,2.033333333,1.833333333,1.9,2.4,2.6,4.066666667,3.1,4.6,0,1.4,2.266666667,1.7,1.6,2.133333333,6.666666667,1.166666667,1.333333333,1.433333333,1.433333333,1.266666667,1.2,1.833333333,1.1,1.166666667,1.666666667,2,2.133333333,4.233333333,1.833333333,2.533333333,1.9,2.966666667,1,1.466666667,2.1,5.3,2.766666667,2.466666667,1.9,1.333333333,1.433333333,1.333333333,1.466666667,1.666666667,1.4,1.366666667,1.3,1.3,1.3,1.4,1.5,2.233333333,1.3
贫血,3.2,1.933333333,2.8,2.766666667,1.7,1.433333333,3.333333333,1.233333333,4.8,2,1.4,1.466666667,1.1,1.333333333,1.6,2,1.266666667,3.7,1.133333333,1.133333333,1.033333333,1.033333333,1.1,1.333333333,1.066666667,1.1,1.833333333,1.066666667,1.033333333,1.6,1.733333333,1.733333333,1.366666667,1,1.2,2.5,2.9,4.733333333,5.2,2.2,1.7,3.066666667,1.433333333,1.133333333,1.066666667,4.5,2.933333333,3.433333333,3.466666667,2,2.733333333,1.133333333,3,2.2
频率,3.133333333,2.033333333,2.133333333,1.9,2.133333333,1.466666667,3.6,2.066666667,3.7,1.8,1.1,1.066666667,1.133333333,1.166666667,1.2,1.933333333,1.166666667,1.166666667,2.233333333,1.6,1.6,1,1,1.6,1.133333333,1.433333333,2.133333333,1.033333333,1.366666667,1.266666667,2.166666667,1.3,1.3,1.933333333,1.866666667,1.833333333,4.666666667,2.733333333,3.266666667,2.366666667,1.9,1.4,1.8,1.933333333,1.8,1.366666667,1.5,1.466666667,1.3,1.566666667,1.3,1.8,1.633333333,1.533333333
聘请,4.733333333,1.9,1.866666667,1.666666667,1.7,2.5,2.8,1.666666667,3,0,1.466666667,2.4,1.6,1.6,1.366666667,1.933333333,2,1.2,1.966666667,2.1,1.266666667,1.166666667,1.033333333,1.7,1.5,1.466666667,2.033333333,2.066666667,2.5,2.4,2.8,2.5,1.466666667,1.666666667,2.066666667,2.466666667,4.2,3.933333333,4.033333333,5.833333333,3.9,2.766666667,3.1,4.033333333,2.933333333,1.266666667,1.4,1.266666667,1.133333333,1.666666667,3.5,2.033333333,2.5,1.7
平坦,6.133333333,2.266666667,1.9,2.033333333,4.366666667,3.1,2.133333333,1.866666667,2.5,0,1.566666667,2.633333333,4.833333333,1.233333333,1.433333333,1.766666667,1.7,1.2,1.1,1.566666667,1.6,1.1,1.033333333,1.466666667,1.166666667,1.033333333,0,2.933333333,3.3,4.633333333,1.633333333,1.3,1.133333333,1.1,1.033333333,1.9,2.833333333,0,2.333333333,2.3,1.666666667,2.1,1.433333333,3.533333333,2.966666667,1.233333333,1.233333333,1.366666667,1.133333333,1.2,2.1,3,2,1.333333333
屏风,6.6,3.333333333,2.166666667,3.366666667,3.433333333,3.066666667,3.166666667,1.166666667,6.7,3.133333333,1.366666667,1.166666667,4.3,1.5,2.833333333,2.8,3.333333333,1.3,1.4,1.333333333,1.2,1.166666667,1.266666667,1.033333333,1.633333333,1.066666667,2.5,2.133333333,1.166666667,3.266666667,2.1,1.533333333,1.9,1.466666667,1.1,3.033333333,2.3,3.633333333,2.2,2.766666667,1.4,1.266666667,1.3,2.666666667,2,1.266666667,1.233333333,1.333333333,1.266666667,1.1,1.233333333,1.566666667,2.533333333,1.4
破坏,5.266666667,1.566666667,3.7,2.766666667,4.533333333,4.133333333,2.5,3,2.433333333,0,1.6,3.533333333,2.733333333,2.166666667,2.033333333,1.7,2.766666667,3.666666667,3.366666667,2.9,1.166666667,1.033333333,1.366666667,1.166666667,2.333333333,2,2.466666667,2.166666667,1.7,1.633333333,3.466666667,2.266666667,2.033333333,1.033333333,1.566666667,2.1,4.866666667,6.3,6.1,4.333333333,2.466666667,1.533333333,2.366666667,1.366666667,1.233333333,4.233333333,5.6,5.3,4.4,3.833333333,3.4,1.233333333,4.733333333,3.866666667
仆人,6.233333333,2.333333333,2.7,2.366666667,2.1,2.833333333,3,2.766666667,3.666666667,3.633333333,6.766666667,6.966666667,1.8,3.833333333,1.566666667,2.1,3.733333333,1.3,2.666666667,3.2,1.966666667,1.533333333,1.6,1.833333333,2.433333333,3.033333333,1.733333333,1.366666667,2.2,3.066666667,1.733333333,2.633333333,2,1.8,1.366666667,3.3,2.633333333,4.433333333,2.866666667,4.9,2.933333333,3.366666667,2.733333333,3.133333333,2.166666667,2.266666667,2.166666667,1.833333333,1.4,1.633333333,1.433333333,1.4,1.9,1.5
普通,4.333333333,2,2.1,1.833333333,2.533333333,2.366666667,2.7,1.566666667,2.766666667,0,2.833333333,2.5,1.766666667,1.433333333,1.333333333,1.966666667,1.566666667,1.233333333,1.3,2.033333333,2.8,2.7,2.566666667,2.833333333,2.533333333,2.633333333,0,1.533333333,1.633333333,1.966666667,1.833333333,1.333333333,1.166666667,1.2,1.133333333,1.7,2.533333333,0,2.366666667,2.766666667,2.933333333,4.1,2.666666667,2.933333333,2.633333333,1.366666667,1.633333333,1.6,1.233333333,1.233333333,1.566666667,2.733333333,1.533333333,1.266666667
瀑布,6.766666667,5.5,1.566666667,6.133333333,4.3,5.433333333,1.7,5.366666667,2.333333333,3.233333333,1.166666667,1.1,2.566666667,1.333333333,4.666666667,1.4,5.6,1.633333333,4.7,5.1,3.3,1.833333333,2.2,1.266666667,1.066666667,1.166666667,1.933333333,5.5,4.9,5.1,1.833333333,1.5,2.333333333,1.233333333,1.466666667,4.866666667,3.233333333,2.466666667,2.133333333,1.266666667,1.333333333,1.2,1.133333333,1.966666667,3.166666667,1.366666667,1.266666667,1.166666667,1.333333333,2.366666667,1.2,1.466666667,4.333333333,3.1
欺骗,4.1,1.4,3.3,1.7,1.8,2.466666667,2.866666667,1.666666667,2.633333333,0,2.966666667,2.233333333,1.433333333,1.3,2.1,1.766666667,1.833333333,2.366666667,2,2.566666667,1.233333333,1.033333333,1.166666667,3.3,1.333333333,1.166666667,2.333333333,1.933333333,1.433333333,1.733333333,2.533333333,1.533333333,1.566666667,1.2,1.2,2.533333333,4.566666667,5.033333333,5.833333333,5.533333333,5,1.9,5.366666667,1.266666667,1.1,5.3,6.5,5.9,4.166666667,4.733333333,4.066666667,1.466666667,4.033333333,4.733333333
乞讨,5.6,1.3,3.1,1.866666667,1.966666667,2.566666667,3,1.9,3.866666667,0,3.466666667,4.1,2.1,1.4,2.433333333,2.266666667,1.766666667,2.5,2.633333333,3.666666667,1.333333333,1.833333333,1.9,3.566666667,3.266666667,2.4,1.566666667,2.633333333,2.8,3.633333333,3.533333333,3.333333333,1.366666667,1.333333333,1.633333333,2.9,4.033333333,4.066666667,4,5.933333333,3.933333333,1.4,2.2,1.5,1.233333333,4.633333333,2.866666667,3.4,2.1,2.3,3.6,1.133333333,3.4,2.233333333
气,4.133333333,2.4,1.866666667,3.166666667,1.9,2.333333333,2.966666667,3,3.7,1.533333333,1.1,1.4,1.666666667,1.866666667,2.2,5.466666667,1.1,1.766666667,1.633333333,1.866666667,1.333333333,1.733333333,2.066666667,2.233333333,1.2,1,3.9,1.266666667,1.9,1.633333333,4.4,3.166666667,3.266666667,1.033333333,1.266666667,2.933333333,3.666666667,2.133333333,2.733333333,1.833333333,1.7,1.533333333,1.166666667,2.3,1.633333333,1.533333333,1.766666667,1.3,1.4,1.3,1.233333333,4.2,1.466666667,1.366666667
气候,3.7,2.5,2.133333333,2.233333333,1.666666667,3.066666667,2.733333333,1.7,4.4,2.533333333,1.033333333,1.233333333,1.066666667,1.933333333,1.866666667,1.766666667,1.166666667,1.7,1.7,1.433333333,1.333333333,1.3,1.266666667,1.166666667,1.033333333,1.033333333,2.9,1.766666667,1.233333333,1.8,3.033333333,1.4,1.166666667,1.3,2.366666667,4.7,2.666666667,2.933333333,4.6,2.066666667,1.933333333,1.166666667,1.366666667,2.733333333,2.3,1.7,1.8,1.466666667,1.633333333,2.033333333,2.566666667,2.966666667,2.366666667,1.666666667
恰当,2.966666667,1.933333333,1.8,1.966666667,2.133333333,2.166666667,2.666666667,1.766666667,2.733333333,0,1.433333333,1.7,1.466666667,1.433333333,1.433333333,1.866666667,1.5,1.233333333,1.2,1.866666667,2.233333333,1.966666667,1.6,1.8,1.733333333,1.933333333,0,1.033333333,1.333333333,1.5,1.6,1.233333333,1.1,1.2,1.3,1.633333333,3.433333333,0,2.8,3.766666667,3.6,2.766666667,2.6,4.766666667,3.966666667,1.266666667,1.166666667,1.133333333,1.1,1.133333333,2.066666667,4.266666667,2.3,1.533333333
迁移,5.633333333,1.633333333,2.166666667,2.066666667,2.533333333,4.533333333,2.1,3.366666667,3.6,0,1.466666667,3.933333333,1.866666667,1.566666667,1.533333333,1.966666667,3.666666667,1.433333333,2.1,1.8,1.133333333,1.033333333,1.133333333,1.266666667,1.866666667,4.066666667,2.333333333,4.766666667,6.566666667,2.566666667,2.6,2.566666667,5.1,1.333333333,2.5,3.466666667,3.333333333,4.7,4.4,4.233333333,2.666666667,2.233333333,1.966666667,2.566666667,2.233333333,1.966666667,1.666666667,1.433333333,1.4,1.766666667,3.7,1.766666667,2.666666667,1.733333333
前途,2.766666667,3,1.566666667,2.066666667,1.733333333,2.4,2.333333333,1.666666667,4.2,2.066666667,1.4,1.266666667,1.066666667,1.533333333,1.433333333,1.533333333,1.4,1.233333333,1.3,1.1,1.033333333,1,1.033333333,1.366666667,1.4,1.7,2.866666667,1.033333333,1.466666667,1.233333333,2.333333333,1.633333333,1.466666667,1.4,1.233333333,3.4,2.333333333,4.433333333,4.6,5.433333333,2.933333333,3.7,4,4.633333333,3.966666667,1.6,1.466666667,1.166666667,1.366666667,1.866666667,5.1,4.266666667,3.7,3.533333333
强盗,5.866666667,2.233333333,3.466666667,2.666666667,1.833333333,3,2.9,3.266666667,3.233333333,3.766666667,6.666666667,6.933333333,1.9,3.533333333,1.6,2.033333333,3.8,3.266666667,4.166666667,3.633333333,2.1,1.266666667,1.4,1.766666667,2.466666667,2.633333333,1.6,1.3,1.7,2.266666667,1.7,2.033333333,2.033333333,1.366666667,1.233333333,2.566666667,3.5,4.8,4.966666667,5.633333333,2.6,3.366666667,2.9,1.133333333,1,3.866666667,5.833333333,6.066666667,6.3,5,3.6,1.033333333,4.933333333,4.766666667
强迫,4.333333333,1.266666667,3.133333333,1.933333333,2,2.633333333,2.7,1.9,2.533333333,0,2.033333333,2.733333333,2.266666667,1.6,1.633333333,1.566666667,2,3.266666667,2.733333333,2.666666667,1.133333333,1.1,1.133333333,1.533333333,1.733333333,1.6,2.133333333,1.833333333,1.933333333,1.566666667,3.1,2.266666667,1.633333333,1.233333333,1.2,2.033333333,4.933333333,5.266666667,5.266666667,5.366666667,3.533333333,1.966666667,3.533333333,1.233333333,1.033333333,3.833333333,5.733333333,5.766666667,4.8,3.066666667,4.5,1.4,4.366666667,4.666666667
墙壁,6.866666667,3.533333333,2.5,4.033333333,3.433333333,3.8,2.533333333,1.2,6.866666667,1.8,1.133333333,1.133333333,4.566666667,1.3,3.6,1.4,5,1.566666667,1.4,1.733333333,1.133333333,1.5,1.5,1.066666667,1.4,1.2,4.2,3.566666667,1.233333333,2.7,4.066666667,1.366666667,1.5,1.433333333,1.133333333,4.166666667,1.833333333,3.033333333,2.266666667,2.666666667,1.366666667,1.233333333,1.3,2.733333333,1.833333333,1.366666667,1.333333333,1.266666667,1.266666667,1.133333333,1.066666667,4.033333333,1.333333333,1.133333333
抢劫,6,1.533333333,3.733333333,1.9,2.333333333,3.2,2.7,4.033333333,2.033333333,0,2.133333333,5.6,3.333333333,2.033333333,2.3,2.1,2.833333333,4.133333333,4.133333333,3.9,1.333333333,1.133333333,1.2,1.933333333,4.3,3.966666667,1.666666667,3.333333333,3.633333333,3,4.666666667,4,2.366666667,1.3,1.833333333,1.766666667,5,5.7,6.4,6.333333333,3.133333333,1.333333333,2.866666667,1.1,1.033333333,3.966666667,6.2,6.166666667,6.233333333,5.166666667,5,1.066666667,5.766666667,5.9
切,6.466666667,1.833333333,2.233333333,2.3,4.966666667,2.133333333,4.933333333,3.8,2.766666667,0,1.4,5,3.766666667,2.033333333,2.066666667,3.733333333,2.433333333,4,3.066666667,3.633333333,1.766666667,2.466666667,2.733333333,1.1,5.6,1.266666667,4.366666667,2.333333333,1.833333333,3.066666667,5.433333333,3.866666667,1.966666667,1.8,2,1.533333333,6.366666667,5.433333333,3.8,3.766666667,1.233333333,2.733333333,1.3,1.666666667,1.4,1.633333333,1.433333333,1.3,2.1,1.4,2.033333333,2.233333333,2.833333333,1.633333333
侵略,5.366666667,1.566666667,3.8,2.466666667,3.133333333,5,1.7,3.033333333,2.533333333,0,1.966666667,3.833333333,2.166666667,2.166666667,2.133333333,1.266666667,3.066666667,3.9,4.1,3.133333333,1.266666667,1.033333333,1.366666667,1.5,2.266666667,2.8,1.566666667,3.8,4.9,3,3.1,2.833333333,2.3,1.333333333,1.733333333,4.133333333,3.2,6.233333333,6.3,6.366666667,3.3,1.5,3.166666667,1.166666667,1.066666667,5,5.733333333,6.166666667,5.833333333,4.333333333,5.1,1.066666667,5.366666667,5.233333333
亲密,3.8,2.466666667,1.7,2.033333333,1.833333333,2.5,2.5,1.733333333,2.8,0,1.866666667,2.166666667,1.733333333,2.233333333,1.2,1.533333333,1.366666667,1.166666667,1.6,2.666666667,1.6,1.066666667,1.233333333,2.166666667,2.1,1.866666667,0,1,1,1.133333333,2.8,3.333333333,1.033333333,1.4,1.566666667,1.866666667,3,0,4.133333333,4.333333333,4.233333333,3.066666667,3.533333333,4.133333333,5.533333333,1.2,1.2,1.3,1.066666667,1.5,3.433333333,3.566666667,3.9,3.466666667
